time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed,sartorius
2.199167,0.046404,-0.600989,2.499721,-0.275405,-0.435771,0.065633,1.193145,0.082015,1.243022,-0.151931,0.071457,-0.266614,-0.261736,0.060450,-4.859478
2.200000,0.413982,-0.534374,1.709992,-0.277465,-0.218379,-0.092191,0.010368,0.105936,0.478669,-0.181154,-0.102816,-0.305867,0.074588,0.079818,-4.830228
2.200833,-0.766317,0.463256,0.838283,-0.245733,0.025346,-0.397824,0.574139,0.063119,0.004277,0.298338,-0.441309,-0.299368,-0.012968,0.020615,-4.810663
2.201667,-1.860240,1.398754,-0.232089,-0.226624,0.331692,-0.160063,1.494170,0.027876,-0.523554,-0.469545,-0.296752,-0.217789,-0.096151,-0.029418,-4.800242
2.202500,-2.582271,1.262595,-0.844314,-0.198750,0.540398,-0.323118,1.015214,0.056350,-0.711834,-0.803703,0.351156,-0.061239,-0.098003,-0.024200,-4.800189
2.203333,-2.687439,-0.004991,-0.831357,-0.131207,0.644372,-1.368838,0.618616,0.031027,-0.564137,-0.129598,0.009359,0.077247,-0.337546,-0.024764,-3.348300
2.204167,-2.398473,0.407424,-1.207022,-0.088867,0.623669,-0.937270,0.440971,-0.008145,-0.700450,-0.011666,0.096803,0.097456,-0.468666,-0.026535,-1.599581
2.205000,-1.122799,1.282839,-1.509828,-0.177913,0.589225,0.221224,0.328805,-0.016953,-0.367718,-0.455495,0.247928,0.159482,-0.602680,-0.009066,0.066899
2.205833,1.179955,1.639161,-1.188218,-0.166976,0.355598,0.338974,0.349589,-0.044270,-0.092862,-0.691518,-0.035261,0.234949,-0.672946,0.033135,1.259336
2.206667,1.523073,1.802521,-0.405558,-0.001513,0.094209,0.888523,0.375304,-0.114101,-0.092347,-0.074061,0.301828,0.271655,-0.595369,0.028654,2.840652
2.207500,1.412759,0.663259,0.485971,0.082047,-0.081408,1.006601,0.226950,-0.113125,-0.013679,0.608537,-0.118461,0.276417,-0.157612,-0.002675,4.455700
2.208333,0.201183,-1.116308,1.000023,0.171824,-0.328601,-0.388438,-0.339663,-0.089919,-0.086674,0.840312,-0.249304,0.244419,-0.594569,-0.005618,4.923771
2.209167,-1.173271,-2.113992,1.241519,0.244235,-0.358289,-0.770594,-1.475832,-0.028819,-0.238285,0.450611,-0.433954,0.229707,-0.943182,0.004869,4.893688
2.210000,-0.611636,-0.819915,0.800205,0.244238,-0.167224,-0.055150,-2.074648,-0.026620,-0.411052,-0.055407,-0.301246,0.208774,-1.217498,-0.001736,4.864493
2.210833,-0.391058,-2.082792,0.570174,0.237308,0.134896,1.363927,-1.855226,-0.003874,-0.515194,-0.305483,0.544553,0.170736,-0.651187,0.010270,4.692418
2.211667,-0.179934,-2.125988,0.019749,0.194728,0.232360,1.540969,-1.478642,-0.006709,-0.179887,-0.293116,1.065003,0.063021,0.138942,0.019825,3.454871
2.212500,1.102442,0.863821,-0.496331,0.168302,0.060140,0.246633,-0.431284,-0.010299,-0.149005,-0.008751,0.222873,-0.044453,0.193534,0.032572,1.752831
2.213333,1.880093,1.547912,-0.947676,0.142030,-0.031911,-0.297460,1.094228,0.028651,-0.569847,0.119238,-0.439717,-0.065008,0.285581,-0.016646,0.716894
2.214167,1.169255,-0.234323,-0.415146,0.143955,-0.139501,-0.340843,2.060579,0.075007,-0.854764,0.196686,-0.597085,-0.065339,0.485406,-0.071528,-0.775576
2.215000,0.272661,-0.366683,0.586441,0.116764,-0.314844,-0.303350,1.644771,0.085248,-0.199976,0.384971,-0.523531,-0.101783,0.792352,-0.056543,-1.836962
2.215833,0.094475,-0.199695,0.337846,0.056490,-0.306343,-0.240286,1.160833,0.077807,0.827804,0.168441,-0.143481,-0.109528,1.031165,-0.018233,-1.382373
2.216667,1.115243,-1.019597,0.391268,0.061500,-0.224019,-0.157516,0.768335,0.002610,0.507410,-0.196153,-0.308182,-0.066643,0.943388,0.047676,-1.477836
2.217500,1.169130,-2.058907,0.448429,0.036620,-0.299027,-0.161450,0.563745,-0.030044,-0.006806,-0.153133,-0.433805,-0.044727,1.223557,0.056496,-2.835642
2.218333,1.132775,-1.020284,-0.142827,-0.003351,-0.253317,-0.491700,0.438940,-0.060302,0.304756,0.107643,0.025325,-0.067151,1.070187,0.006399,-3.269851
2.219167,0.627274,-0.344962,-0.640038,0.008066,-0.132151,-0.973435,0.226197,-0.101911,0.448712,0.131133,0.538208,-0.105082,0.834839,-0.008467,-2.604316
2.220000,0.160154,0.496056,-1.568465,0.027301,-0.007014,-1.013090,0.037554,-0.095370,0.364384,0.538363,2.050424,-0.073055,0.618000,-0.017702,-1.509498
2.220833,0.388825,1.691040,-2.008573,0.072704,0.116855,-0.427288,-0.156917,-0.012605,0.311448,0.451199,1.762585,-0.056173,0.182906,-0.022982,-0.449714
2.221667,-0.525871,1.454323,-1.246854,-0.055750,0.249491,0.593259,-0.213850,0.049185,-0.202318,-0.165724,0.218016,-0.027659,-0.012199,-0.010876,-0.105633
2.222500,0.167171,0.770444,-0.550452,-0.123832,0.268808,1.006383,-0.315371,0.075052,-0.116208,-0.974820,-1.903079,-0.004802,-0.679431,0.000919,-0.372061
2.223333,-0.922920,1.291126,-0.195557,-0.131693,0.203336,0.295737,-0.441575,0.056155,0.469017,-0.548553,-2.034206,-0.062993,-0.915452,0.006912,-0.832948
2.224167,-2.812290,2.099969,0.101378,-0.139604,0.116102,-0.730413,-0.412470,0.105881,0.212078,-0.381851,-0.102185,-0.069764,-0.846255,0.011226,-1.053001
2.225000,-2.621128,2.337594,-0.396903,-0.205841,0.090896,-0.580219,-0.413166,0.074407,-0.358773,-0.040619,0.362831,-0.072057,-0.847880,0.013560,-1.257786
2.225833,-1.173005,1.881247,-0.448005,-0.222345,0.096615,0.995784,-0.514263,-0.016884,-0.362785,0.418550,-0.078745,-0.146384,-0.731580,0.012084,-0.870736
2.226667,0.122984,0.642003,0.492929,-0.188763,0.108725,1.583013,-0.539248,-0.025750,0.173220,-0.456488,0.135397,-0.220914,-0.739141,0.018397,-0.546449
2.227500,0.827555,-1.226175,1.189212,-0.216412,0.047613,-0.013213,-0.532159,0.029527,0.693587,-0.790227,0.157448,-0.180302,0.132387,0.012512,0.444042
2.228333,1.390067,-1.925342,1.738730,-0.141468,-0.027168,-0.147630,-0.456363,0.032867,1.196739,-0.362879,0.085191,-0.092444,-0.160533,0.004197,0.617624
2.229167,1.652549,-2.953277,1.838217,-0.066343,-0.046904,-0.283351,-0.390946,0.025661,1.249344,0.302693,-0.408852,-0.048722,-0.381630,-0.017536,0.175853
2.230000,0.108602,-3.799700,1.355783,0.044060,-0.040535,-0.432237,-0.129387,-0.049873,0.839730,0.339228,0.204076,-0.014318,-0.376257,-0.035900,0.127062
2.230833,-0.808397,-1.934443,0.548462,0.056871,-0.024631,1.210548,0.103871,-0.095569,-0.323071,-0.207009,0.716526,0.080677,-0.391458,-0.011985,0.823616
2.231667,-1.987546,0.042390,0.070002,0.035625,0.044969,1.273314,0.142620,-0.138072,-0.625304,0.033766,-0.228791,0.147630,-0.142148,0.000649,2.192577
2.232500,-1.995608,0.293850,0.046190,0.159852,-0.075195,0.232901,0.035891,-0.117201,-0.261549,0.616726,-0.508793,0.152824,-0.255523,0.008412,2.989390
2.233333,-0.479713,1.104605,0.413149,0.177132,-0.188665,-0.472491,0.163756,-0.095604,-0.265761,0.619247,0.044647,0.142173,0.141186,0.016491,2.548012
2.234167,1.051949,1.060645,0.258029,0.174879,-0.358228,-0.930238,0.111982,-0.144322,-0.477090,0.615698,0.551676,0.156834,0.338113,-0.000140,2.362060
2.235000,1.159457,-0.039831,-0.389134,0.260217,-0.409547,-1.061822,0.173939,-0.061107,-0.772471,0.440345,0.506887,0.168812,-0.327317,-0.002876,2.269630
2.235833,0.710215,-0.864772,-0.716517,0.362066,-0.236487,-0.569402,0.352969,0.001364,-0.619519,0.313295,-0.223582,0.156490,0.043476,0.002483,1.370995
2.236667,-0.005169,0.961137,-0.504988,0.346200,0.044151,-0.104525,0.350469,0.013702,-0.513732,0.053452,-0.690376,0.177102,0.155054,-0.003291,0.396828
2.237500,-0.988145,2.552320,-0.103349,0.040113,0.293136,-0.046911,0.279530,0.104593,-0.570706,-0.160222,-0.455774,0.128393,0.700896,0.024664,0.020859
2.238333,-1.173153,2.009843,0.775618,-0.216592,0.310805,-0.077387,0.001630,0.119511,-0.128483,-0.480070,-0.014524,0.071952,0.986156,0.010052,-0.460199
2.239167,0.297627,0.396206,2.690211,-0.303405,0.323510,-0.132773,-0.474827,0.152178,0.087391,-0.234499,-0.131920,0.125491,0.388221,-0.014474,-1.284592
2.240000,1.109184,-0.250762,3.550515,-0.156709,0.316048,0.044397,-0.550179,0.178507,-0.065166,0.101667,0.661238,0.172319,0.650565,-0.016720,-2.750338
2.240833,1.283904,-0.561057,2.288379,-0.157041,0.294871,0.153002,-0.480050,0.145100,-0.370138,0.075564,0.727304,0.158740,0.616626,0.001790,-2.751392
2.241667,2.382006,-0.789165,-0.091580,-0.236156,0.208736,-0.161301,-0.142911,0.090709,-0.580115,-0.000605,0.197583,0.104895,1.081799,-0.014031,-1.853660
2.242500,1.419199,-1.448967,-1.988319,-0.189674,-0.007339,-0.561608,0.535416,0.024775,0.099442,0.154392,0.132026,0.060212,0.352680,-0.026187,-1.781967
2.243333,-1.340605,-3.195949,-2.844078,-0.101128,-0.265767,-0.534616,1.057760,-0.049378,0.385070,0.380672,-0.048969,-0.069317,-0.024015,-0.016978,-1.617928
2.244167,-1.299977,-2.122308,-3.809055,-0.022295,-0.379327,-0.535954,0.929197,-0.065418,-0.662387,0.372046,-0.207835,-0.199626,-0.278674,0.017867,-1.143172
2.245000,-0.342296,0.886368,-4.974157,0.059308,-0.244125,-0.499106,0.549642,-0.020196,-1.374605,0.382965,-0.315635,-0.288141,0.050706,0.037457,0.458039
2.245833,0.978305,2.026384,-5.022547,0.052717,-0.017655,-0.241465,0.341701,0.058913,-0.632092,-0.468396,-0.371958,-0.340183,0.308394,-0.001239,1.668288
2.246667,2.111133,1.968040,-4.449401,0.085025,-0.057463,0.966569,0.247574,0.028715,0.404389,-0.887598,0.100773,-0.328091,-0.436472,-0.014450,0.739597
2.247500,0.996326,2.097440,-2.543457,0.067415,-0.169037,2.115345,0.166832,-0.012443,1.170673,-0.354239,0.570632,-0.263699,-0.607263,-0.008737,-0.272225
2.248333,0.308199,0.589872,-0.494087,-0.002268,-0.127051,1.512321,0.160443,-0.078366,1.863994,-0.405478,0.395397,-0.222442,-0.899963,0.005371,0.209471
2.249167,-0.442562,-0.225037,1.352201,-0.053248,-0.110996,0.463875,-0.239990,-0.065821,1.879058,-0.728908,-0.359425,-0.229065,-0.625629,0.010020,2.058680
2.250000,-1.616318,0.030413,2.293227,-0.133026,-0.070421,0.026653,-1.018273,-0.072074,0.953863,-0.800573,-0.722535,-0.157221,-0.712980,0.007347,2.354082
2.250833,-0.989939,-0.106470,2.634590,-0.143400,0.072281,-0.420147,-0.951870,-0.065599,0.254219,-0.655080,-0.296181,-0.054492,-0.363369,0.034428,2.256239
2.251667,-1.266069,-0.422528,3.147749,-0.163813,0.213894,-0.639542,-0.731096,-0.105199,-0.191510,-0.083916,0.866670,-0.030233,-0.182329,0.036026,1.585308
2.252500,-2.241379,-1.954000,3.372687,-0.077055,0.354042,-0.410018,-0.966014,-0.159183,-0.476958,0.495250,0.291362,0.015724,-0.169833,-0.003273,-0.274961
2.253333,-1.585707,-1.754005,2.972715,0.008972,0.425208,0.092396,-1.054831,-0.140307,-0.385168,0.702469,-0.489933,0.123438,0.076918,-0.025791,-2.506378
2.254167,-0.685361,-1.127190,2.590249,0.094205,0.325842,0.127215,-0.013523,-0.037007,-0.251620,-0.020723,-1.116430,0.227994,-0.042141,-0.048620,-4.217983
2.255000,1.735214,0.737862,2.159027,0.193172,0.125600,0.058203,0.506282,0.035339,0.040108,0.030702,-1.012497,0.279433,-0.123116,-0.057877,-4.462003
2.255833,2.326880,2.412721,1.411541,0.225746,0.008121,0.096060,0.525467,0.103419,-0.099944,0.547145,-0.409826,0.319498,0.118805,0.010220,-4.489588
2.256667,0.606976,1.452140,0.991185,0.171707,0.037423,0.100837,0.638950,0.123278,-0.296663,0.479999,0.219726,0.287846,0.671265,0.045197,-3.857569
2.257500,-0.371916,1.455450,0.631199,0.144903,-0.071588,0.272863,0.381147,0.155186,-0.335035,0.271715,0.259019,0.232609,0.023254,0.011498,-2.727140
2.258333,0.743521,1.880957,0.033810,0.147886,-0.297140,0.095933,0.329861,0.142075,-0.533369,0.371109,0.262929,0.175054,-0.072326,-0.009241,-0.432596
2.259167,1.223735,0.844463,-0.600421,0.198412,-0.433422,-0.297478,0.371049,0.079220,-0.491910,0.577541,0.371110,0.111718,-0.233743,-0.006492,3.128147
2.260000,-0.436213,-3.052205,-1.013672,0.131992,-0.259651,-0.832380,0.265989,0.031327,-0.143252,0.198368,0.810613,0.063231,0.285354,0.009674,4.402702
2.260833,-2.792454,-4.504028,-1.068864,0.118721,-0.041014,-0.778678,0.096993,0.036248,0.049461,-0.358481,0.915652,-0.049122,0.816093,0.027051,4.198376
2.261667,-2.398956,-2.701660,-1.375388,0.052007,0.083666,-0.031371,0.417862,-0.054777,0.099620,-0.396134,0.253543,-0.121264,-0.029695,-0.006089,4.117624
2.262500,-0.200342,-1.238526,-1.361642,0.037172,0.013125,0.435954,0.478380,-0.132630,0.093406,-0.458461,-0.548883,-0.155627,-0.214272,-0.031457,4.443324
2.263333,0.972946,-0.464619,-0.888356,0.103683,-0.221435,0.548665,0.247026,-0.111844,0.235876,-0.153557,-0.636887,-0.095904,-0.390347,-0.021280,4.464868
2.264167,1.814938,0.383318,-0.144553,0.062639,-0.364488,-0.450946,0.319275,-0.091427,0.512986,0.010020,-0.434471,0.012899,-0.207694,0.018491,3.337008
2.265000,1.254090,1.376706,0.795459,-0.017597,-0.317358,-0.996618,0.387157,-0.052891,0.555785,0.664574,1.301941,0.054061,-0.197920,-0.005680,2.191935
2.265833,-0.124698,1.921181,0.823137,-0.053389,-0.141726,-0.535057,0.115115,-0.036342,0.136946,0.929321,1.454154,-0.014212,-0.136151,0.007680,0.720373
2.266667,0.186499,1.788250,0.002648,-0.067436,-0.035990,-0.285255,-0.140834,0.005246,-0.500415,0.689445,0.405975,-0.078672,0.091809,0.025764,-0.210352
2.267500,0.158041,1.442563,-0.193190,-0.023653,0.062835,-0.252619,-0.403799,0.071901,-0.974760,0.171457,0.099705,-0.186740,0.032772,0.026448,-1.217702
2.268333,-0.218459,1.782534,-0.389650,0.002243,0.182322,0.070153,-1.009635,0.074694,-0.191944,-0.224485,-0.217681,-0.231859,0.296714,0.022704,-2.101581
2.269167,-0.579770,1.766643,-1.184511,-0.074413,0.211482,0.483747,-2.151457,0.040814,0.535428,-0.373031,-0.535519,-0.209089,0.354162,-0.033077,-2.938464
2.270000,-1.432212,1.286440,-1.568758,-0.151000,0.195705,0.122797,-2.383211,0.066419,0.257017,-1.063265,-0.328004,-0.195873,0.269584,-0.027062,-3.438617
2.270833,-1.044211,0.935762,-1.832630,-0.261386,0.246276,0.174993,-0.724029,0.072800,-0.498314,-1.164090,-0.747482,-0.172296,0.463504,-0.020743,-3.417905
2.271667,0.341660,-0.004710,-1.987964,-0.265876,0.276693,-0.061191,0.552630,0.086991,-0.985006,-0.646665,-1.119793,-0.146363,0.208446,0.013652,-3.261360
2.272500,0.817959,-0.251273,-1.702812,-0.152256,0.350570,-0.563139,1.242146,-0.018092,-0.619553,-0.284259,-0.581833,-0.082588,0.258015,0.000135,-2.436862
2.273333,0.197539,-0.473771,-1.092138,-0.067232,0.297724,0.397193,1.563809,-0.157131,0.128107,0.071673,-0.292258,0.002325,0.056989,-0.014447,-0.944700
2.274167,-0.592840,-0.758642,0.167611,-0.122182,0.258762,1.409066,1.288195,-0.196899,0.398011,0.035509,0.501800,0.042530,-0.415264,-0.000798,-0.163453
2.275000,0.503506,-1.454234,0.820632,-0.300386,0.154380,2.078206,0.482196,-0.082754,0.334827,0.228132,0.535281,0.072722,-0.391944,0.015451,-0.353672
2.275833,1.563636,-3.136907,0.865726,-0.388679,0.062109,1.110807,-0.329833,0.041275,1.087859,0.494706,-0.334847,0.096601,-0.109429,0.006530,0.045894
2.276667,1.981174,-3.851496,0.477913,-0.423163,0.015672,-0.211503,-1.253591,0.138881,1.097493,0.574522,-0.382367,0.134016,-0.845266,0.002652,0.908297
2.277500,2.882716,-3.211757,0.042698,-0.411966,-0.067803,-0.906187,-0.933788,0.118977,0.250644,0.259997,0.009454,0.189985,-0.609383,-0.010066,1.492609
2.278333,1.378366,-0.958007,0.477218,-0.206625,-0.222516,-0.737375,-0.042893,0.012542,-0.105387,-0.123136,0.343562,0.209223,-0.692850,-0.003090,1.414660
2.279167,-0.615800,0.082241,0.983016,-0.048669,-0.456424,0.101695,0.491129,-0.006779,-0.327412,-0.613060,0.532939,0.201869,-0.091700,-0.010904,0.777478
2.280000,-1.052323,-0.264218,1.315736,0.170112,-0.525396,-0.079269,0.712400,-0.072351,-0.471353,-0.125969,-0.023166,0.185504,0.652903,-0.013365,0.210940
2.280833,-1.705482,1.111783,1.285203,0.301575,-0.339556,-0.342545,0.698090,-0.112464,-0.202673,0.325842,-0.397311,0.169435,0.471819,0.007532,-0.227199
2.281667,-1.614536,2.129601,0.882929,0.452525,-0.110369,-0.225562,0.554750,0.004707,-0.035536,0.050510,-0.049915,0.144323,0.686653,0.009367,0.739136
2.282500,-0.772926,2.096021,0.176655,0.557771,0.122238,-0.212691,0.403822,0.026769,-0.222420,0.388788,0.399097,0.133758,0.851587,0.017316,2.173372
2.283333,-0.558776,1.925322,-0.117621,0.566564,0.320651,-0.225379,0.225225,0.068605,-0.131249,0.112137,0.199194,0.174282,1.400641,0.008337,1.885260
2.284167,-0.238674,1.154700,0.076331,0.574434,0.346126,-0.327852,0.107464,0.108375,0.361029,-0.137570,-0.302286,0.158073,1.687566,0.023475,1.010667
2.285000,1.380523,0.565778,0.409360,0.555842,0.222001,-0.367930,0.030495,0.080296,0.945960,-0.091712,-0.096999,0.047948,0.927764,0.015577,0.106915
2.285833,1.578855,0.455560,0.544096,0.354108,0.267971,-0.264026,-0.074907,0.055755,0.702771,-0.081358,0.306209,-0.000703,0.689171,-0.005135,-0.670038
2.286667,-0.035083,0.372946,0.476765,0.086228,0.151615,-0.321009,-0.139149,-0.012264,-0.127633,-0.318580,-0.018543,0.036143,0.318767,0.006196,-1.668339
2.287500,-1.491219,0.340633,0.841470,-0.065258,-0.177321,-0.128214,-0.191999,-0.082890,-0.432283,0.035402,-0.183798,0.071752,-0.327913,-0.014673,-2.499736
2.288333,-1.400471,1.097590,0.926700,-0.100064,-0.362714,-0.007501,-0.187098,-0.087628,-0.504575,0.309490,0.270028,0.021410,-0.761477,-0.017236,-2.699370
2.289167,-0.424635,0.125227,1.611051,-0.151167,-0.387452,0.042499,-0.158960,-0.071815,-0.572723,0.640214,0.311717,-0.099920,-1.258955,-0.010041,-2.148210
2.290000,-0.140394,-1.083617,1.924166,-0.085481,-0.416888,0.395658,-0.125002,-0.011202,-0.913573,1.005090,0.787167,-0.159270,-1.863266,-0.024066,-1.823493
2.290833,-0.887351,-0.219361,1.093965,-0.126711,-0.383651,0.696358,-0.139699,0.102598,-1.045883,0.543916,1.514887,-0.245480,-2.163167,-0.003922,-1.688639
2.291667,-1.267302,0.715530,-0.295226,-0.239650,-0.344556,0.565053,-0.153581,0.117145,-0.864974,-0.013556,0.250065,-0.331511,-2.111606,0.015141,-1.469082
2.292500,-1.975545,0.094560,-2.039811,-0.277115,-0.345414,-0.310804,-0.239215,0.077151,-0.383011,-0.535568,-1.702458,-0.363406,-2.116492,-0.015247,-0.670130
2.293333,-2.605910,-0.034593,-3.166229,-0.322799,-0.239774,-0.903114,-0.340337,0.007347,-0.121640,-1.040658,-2.012614,-0.443694,-1.567190,-0.023979,1.334128
2.294167,-1.484472,0.859068,-3.630867,-0.246170,-0.029654,-0.847386,-0.475708,-0.114682,0.370554,-0.901910,-0.903922,-0.500893,-1.038068,0.012444,2.679065
2.295000,0.788835,1.563141,-3.321414,-0.161596,0.192120,-0.630423,-0.358708,-0.179354,1.607387,-0.774289,0.567900,-0.462240,-0.244482,0.011473,2.853243
2.295833,1.876823,0.891288,-2.182760,-0.199461,0.322170,0.226980,0.027405,-0.145289,1.836755,-0.224337,0.493692,-0.352274,0.175451,0.000424,2.845725
2.296667,1.817716,-1.416977,-0.782580,-0.144221,0.356110,0.439934,0.403710,-0.085998,0.780484,-0.012578,-0.033699,-0.312835,0.675833,0.023396,1.983121
2.297500,1.601438,-2.110755,0.368058,-0.087629,0.478717,0.098783,0.207672,-0.042638,-0.162486,0.054759,0.124187,-0.234271,1.266093,0.036751,1.542801
2.298333,0.492746,-2.776201,1.139371,-0.043754,0.519186,0.331571,-0.159301,-0.066438,-0.304333,0.346786,-0.399697,-0.034689,1.324159,-0.004217,2.818496
2.299167,0.205972,-3.958455,1.378524,-0.005442,0.448715,0.695856,-0.060473,-0.046421,-0.594080,0.560320,-0.582889,0.171724,1.630728,-0.040758,4.109330
2.300000,1.711678,-4.477808,1.675250,0.024410,0.352270,0.660480,0.040004,0.036529,0.085259,0.541571,0.141430,0.286630,1.555153,-0.015193,3.216718
2.300833,3.577967,-2.460102,2.413420,0.159952,0.271269,0.824292,0.082514,0.057330,0.399613,0.457952,1.212123,0.418254,1.921233,0.022432,1.550658
2.301667,3.595610,1.340036,1.988883,0.256107,0.164978,-0.018733,0.042708,0.054469,0.108937,0.112956,1.665963,0.514405,1.604245,0.022376,1.019664
2.302500,2.531343,2.329859,0.610937,0.250050,0.062040,-0.144073,0.098430,0.061997,-0.308617,-0.334850,0.824435,0.546931,0.859850,-0.022990,0.792033
2.303333,2.212050,2.130585,-0.535722,0.186240,0.045828,0.661971,0.124640,0.054755,-0.524759,-0.305298,-0.219157,0.521331,0.617423,-0.017991,-0.435395
2.304167,0.175479,2.568796,-1.033710,0.057726,0.037936,0.718372,0.138667,0.096985,0.057945,0.062024,-0.729345,0.477351,0.506477,-0.019845,-1.882183
2.305000,-2.603682,2.220986,-0.831210,0.022817,-0.089814,-0.109605,0.089316,0.075000,0.007952,0.642327,-1.472129,0.424592,0.805250,-0.010853,-3.486164
2.305833,-3.568967,0.930546,-0.036552,-0.033753,-0.298835,-0.415726,0.082857,0.043403,-0.461700,0.293675,-1.209606,0.342816,0.119864,0.017533,-4.398078
2.306667,-2.486313,1.056193,0.777639,0.029715,-0.331125,-0.341612,0.076615,0.032980,-0.029121,-0.248582,0.202858,0.273650,-0.472451,0.050815,-3.410107
2.307500,-1.364531,0.674634,0.829124,0.170912,-0.254145,-0.516855,0.083593,0.037728,0.419320,-0.390845,1.360653,0.198530,-0.585372,0.061986,-2.829853
2.308333,-1.944595,0.313194,0.334549,0.163826,-0.145409,-0.589881,0.039559,0.050869,0.182042,-0.619226,1.328542,0.131628,-0.599140,-0.009838,-4.358905
2.309167,-1.422551,-0.120750,-0.063681,0.023701,-0.107731,-0.186655,0.040631,0.048067,-0.170866,-0.659643,-0.119928,0.039311,-0.672047,-0.092178,-4.698027
2.310000,-1.303836,-0.308264,-0.409308,-0.163098,-0.145472,-0.207356,0.066477,0.063264,-0.287968,-0.227181,-0.631412,-0.087534,-0.583086,-0.038094,-3.605583
2.310833,-0.849370,0.464659,-0.446663,-0.240001,-0.091594,-0.466601,0.056302,0.063258,-0.337685,0.008028,0.207926,-0.192270,-0.695191,0.007912,-1.840415
2.311667,0.001535,-0.109491,-1.024932,-0.197513,-0.002245,-0.363761,0.075480,0.005688,-0.318751,-0.147317,0.069935,-0.230932,-0.900047,0.025389,-0.139565
2.312500,0.093737,-1.203425,-1.716567,-0.186189,-0.028127,0.002397,-0.065310,0.015427,0.051023,0.475477,-0.639135,-0.265747,-0.613355,0.034631,0.390113
2.313333,-0.224166,-0.612263,-1.975905,-0.149195,-0.177674,0.588703,-0.229484,0.024636,-0.070123,0.450184,-1.361331,-0.335566,-0.578955,0.036854,0.255496
2.314167,-0.152252,-0.092688,-1.434878,-0.021138,-0.117472,-0.258818,-0.223411,-0.038182,-0.099837,0.168193,-1.090062,-0.345533,-0.418895,0.000471,0.748839
2.315000,0.371439,-1.170466,-0.263766,0.116602,0.037952,-0.591643,-0.105554,-0.056067,0.457731,0.441107,0.416213,-0.348138,-0.301331,-0.025999,1.800759
2.315833,0.037792,-1.198929,0.934394,0.144666,-0.021805,-0.102277,0.108483,0.040194,0.772903,0.320719,1.382175,-0.363000,-0.524258,-0.016008,3.625144
2.316667,-0.654999,0.563614,1.491067,0.100565,-0.166731,-0.451422,0.416964,0.044564,0.483397,0.183881,0.610048,-0.315674,-0.247650,-0.001907,4.193009
2.317500,0.213713,0.979420,1.295663,-0.052641,-0.297140,-0.626552,0.021327,-0.025131,0.153910,0.437186,-0.675863,-0.258439,-0.292689,-0.006130,3.851807
2.318333,1.836309,0.340412,1.265979,-0.121939,-0.299125,0.705155,-0.299097,-0.167370,-0.187499,-0.107935,-0.925015,-0.219387,-0.056590,0.015878,3.616810
2.319167,3.462227,0.406060,1.387101,-0.036533,-0.203255,1.000654,-0.366028,-0.319423,-0.059413,-0.254345,0.120269,-0.178012,0.061550,0.018338,3.045107
2.320000,3.822987,1.555818,1.331996,0.010853,-0.106160,0.132663,-0.476819,-0.310198,0.011904,-0.177741,0.746709,-0.080169,0.177609,-0.021334,1.415891
2.320833,1.222661,0.062359,0.990661,-0.024958,-0.030611,0.370744,-0.266446,-0.245227,-0.063686,-0.147816,1.034853,-0.073674,0.383639,-0.030658,0.330142
2.321667,-0.575595,-1.628517,1.139856,0.015778,0.024262,0.554564,0.145026,-0.092082,-0.022152,-0.094591,0.517768,-0.067334,0.658288,0.001658,0.128143
2.322500,-2.060997,-0.580145,0.274005,0.008520,0.053665,-0.334945,0.470132,0.072738,-0.155921,-0.562397,-0.648769,-0.079011,-0.037775,0.011222,-0.961352
2.323333,-3.306109,-0.304189,-0.560494,-0.070729,0.146162,-0.510336,0.500132,0.061049,-0.360520,-0.381837,-0.687730,-0.029644,-0.095332,-0.002268,-2.083533
2.324167,-2.187472,0.140236,-0.838230,-0.114455,0.297046,-0.334482,0.344426,0.042496,-0.539540,0.336292,0.323049,0.047241,-0.075367,-0.008599,-2.143813
2.325000,0.753200,0.269199,-1.223539,0.022829,0.456404,0.084522,0.216618,0.077171,-0.510948,0.667150,0.797252,0.187396,0.006671,-0.008378,-1.679287
2.325833,1.697801,-0.114617,-1.278788,0.077349,0.618218,0.049690,0.014145,0.104164,-0.580062,-0.060782,-0.249485,0.256894,0.052195,0.010758,-1.455943
2.326667,-0.351223,0.437807,-1.388321,0.041343,0.754299,-0.697633,-0.080066,0.101623,-0.728090,-0.884796,-0.091961,0.312823,0.220796,0.002731,-1.169623
2.327500,-1.636220,-0.028524,-1.403025,0.120801,0.864024,-0.141837,-0.180942,0.085224,-0.188708,-0.969268,-0.103184,0.362196,0.222678,-0.003922,-0.177305
2.328333,-0.655861,-0.524345,-1.335649,0.168592,0.656810,1.561922,-0.260129,0.124037,0.273643,-0.398521,-0.127846,0.395356,0.300854,0.011250,0.852691
2.329167,0.281313,0.083273,-1.132846,0.157188,0.474514,1.884017,-0.241963,0.199834,0.768079,0.700877,0.024459,0.347967,0.372827,0.039094,1.615286
2.330000,0.668517,0.189305,-0.550629,0.067728,0.319612,0.560089,-0.470542,0.187715,1.334875,0.912227,-0.734408,0.281989,0.919559,0.001185,1.551155
2.330833,1.208509,-0.328648,0.728542,-0.085564,0.022744,-0.220934,0.006893,0.093674,0.599192,0.598312,-0.881199,0.221787,1.078574,-0.029845,1.386440
